Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,CLV_range,CLV_scaled
IK51081,California,4834.710493,Yes,Basic,College,1/31/2011,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,0,-0.19031558651709027
KE10223,California,12255.12414,No,Premium,Bachelor,1/17/2011,Unemployed,M,0,Suburban,Single,177,0,6,0,7,Personal Auto,Personal L2,Offer3,Branch,1274.4,SUV,Medsize,0,1.3033519335721466
GM98732,California,7902.681227,No,Basic,College,1/26/2011,Unemployed,F,0,Suburban,Married,106,21,25,0,9,Personal Auto,Personal L2,Offer1,Agent,634.396608,SUV,Small,0,0.4272413929125952
QW40898,Arizona,2722.210707,Yes,Basic,College,2/2/2011,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Personal Auto,Personal L1,Offer2,Call Center,398.502948,Four-Door Car,Medsize,0,-0.6155442148186067
GB70736,Oregon,5510.965059,No,Basic,College,1/21/2011,Employed,F,99553,Rural,Married,68,14,85,0,6,Corporate Auto,Corporate L3,Offer4,Web,111.586995,Four-Door Car,Medsize,0,-0.0541911696586558
OM63954,California,9264.565015,No,Premium,Bachelor,2/14/2011,Employed,F,55837,Suburban,Single,117,16,35,0,9,Personal Auto,Personal L1,Offer2,Agent,741.8675059999999,Two-Door Car,Medsize,0,0.7013772668734901
MZ43298,California,5200.076742,No,Extended,Bachelor,2/19/2011,Employed,F,90167,Urban,Single,131,31,42,0,1,Corporate Auto,Corporate L2,Offer1,Web,523.733793,SUV,Medsize,0,-0.11677040089407946
OJ37666,California,2503.603127,No,Basic,Bachelor,2/3/2011,Employed,F,47285,Suburban,Married,63,7,3,0,1,Personal Auto,Personal L3,Offer4,Call Center,302.4,Four-Door Car,Medsize,0,-0.6595481015862024
NJ46849,Arizona,2504.444752,No,Basic,College,1/9/2011,Unemployed,M,0,Suburban,Single,69,23,15,0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,0,-0.659378689477067
TF65501,California,4601.913754,No,Basic,High School or Below,1/7/2011,Employed,F,37308,Suburban,Married,115,2,51,0,1,Personal Auto,Personal L2,Offer1,Web,552.0,SUV,Medsize,0,-0.23717563291997112
ZX23819,Oregon,7984.086473,No,Basic,High School or Below,2/10/2011,Unemployed,F,0,Suburban,Single,72,1,77,0,2,Personal Auto,Personal L3,Offer2,Call Center,866.2083210000001,Two-Door Car,Large,0,0.44362759153970727
JE84351,Oregon,6938.874476000001,No,Extended,Bachelor,1/4/2011,Employed,M,53133,Suburban,Single,91,11,6,0,9,Personal Auto,Personal L3,Offer2,Agent,652.386798,Two-Door Car,Small,0,0.233235114004754
VB94165,Nevada,6714.070698,No,Extended,Master,1/14/2011,Unemployed,M,0,Suburban,Married,93,8,42,1,3,Special Auto,Special L2,Offer1,Agent,604.270179,Two-Door Car,Small,0,0.18798398413981643
SI88726,California,9100.787395000001,No,Basic,College,1/19/2011,Employed,F,38898,Suburban,Divorced,117,26,68,0,3,Corporate Auto,Corporate L2,Offer1,Agent,561.6,SUV,Small,0,0.6684101948005717
FH69597,California,7172.070153000001,No,Basic,High School or Below,1/13/2011,Employed,F,73836,Urban,Married,182,8,35,3,1,Personal Auto,Personal L3,Offer1,Branch,553.385695,Luxury Car,Medsize,0,0.2801754633073756
ZG18090,California,7150.111338,No,Extended,Master,2/19/2011,Employed,M,24124,Suburban,Married,91,24,52,0,3,Corporate Auto,Corporate L1,Offer3,Agent,436.8,Four-Door Car,Medsize,0,0.2757553365724718
FY24370,Oregon,12944.18562,No,Basic,Bachelor,2/14/2011,Unemployed,M,0,Suburban,Single,191,27,49,0,3,Personal Auto,Personal L3,Offer1,Agent,1375.2,Luxury Car,Medsize,0,1.4420542756493606
SO18542,Oregon,8370.56545,No,Basic,Bachelor,1/28/2011,Employed,F,33409,Suburban,Married,105,4,17,0,7,Personal Auto,Personal L3,Offer1,Agent,553.5534269999999,SUV,Medsize,0,0.5214225936250155
WH52799,Arizona,3808.122147,Yes,Extended,College,1/28/2011,Employed,F,94903,Suburban,Married,94,3,38,0,1,Corporate Auto,Corporate L2,Offer2,Agent,451.2,Two-Door Car,Small,0,-0.3969592780776358
NR16284,California,7462.926262999999,Yes,Extended,College,1/28/2011,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L3,Offer2,Call Center,7.3459460000000005,Two-Door Car,Small,0,0.33872237796652555
QA41472,Oregon,13355.48637,No,Basic,Bachelor,1/14/2011,Employed,M,34495,Urban,Married,113,27,29,0,2,Personal Auto,Personal L3,Offer3,Branch,389.673944,SUV,Medsize,0,1.5248456940916084
VD87432,Washington,16069.952830000002,No,Extended,Bachelor,1/12/2011,Employed,M,60735,Urban,Married,135,11,59,0,2,Personal Auto,Personal L3,Offer3,Branch,571.695889,SUV,Medsize,0,2.0712452047594283
CP85232,Arizona,44795.46942,No,Extended,College,2/4/2011,Employed,M,58778,Rural,Married,126,6,62,0,2,Special Auto,Special L3,Offer1,Agent,302.033971,SUV,Small,1,7.853452662373891
EU78163,California,4792.509792,No,Basic,College,2/16/2011,Disabled,F,20181,Suburban,Married,66,8,66,2,3,Personal Auto,Personal L2,Offer1,Agent,316.8,Four-Door Car,Medsize,0,-0.1988102364661778
XP76338,California,4711.038869,No,Basic,Bachelor,1/3/2011,Employed,M,24843,Suburban,Married,61,20,17,2,4,Personal Auto,Personal L2,Offer1,Agent,331.32563799999997,Four-Door Car,Medsize,0,-0.21520965532687558
PA48777,Washington,2491.257604,Yes,Basic,High School or Below,2/12/2011,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L3,Offer1,Agent,329.206567,Four-Door Car,Medsize,0,-0.6620331526360276
YF54705,Nevada,7356.010439,No,Extended,College,2/24/2011,Employed,M,36812,Urban,Married,92,23,98,1,4,Personal Auto,Personal L3,Offer1,Branch,392.69509700000003,Two-Door Car,Medsize,0,0.31720111226768666
BT20606,Arizona,5837.528088,No,Basic,Doctor,1/10/2011,Employed,M,83308,Suburban,Married,73,3,81,1,7,Personal Auto,Personal L2,Offer3,Agent,419.471438,Four-Door Car,Medsize,0,0.011543250669308355
BN45584,Oregon,4034.926461,No,Basic,College,2/23/2011,Unemployed,F,0,Suburban,Single,112,8,28,0,1,Special Auto,Special L3,Offer3,Branch,806.4,Sports Car,Medsize,0,-0.35130545696284093
ES97823,Oregon,24096.23695,No,Extended,Bachelor,2/25/2011,Unemployed,F,0,Suburban,Single,97,1,40,0,2,Personal Auto,Personal L1,Offer4,Web,1154.635974,Four-Door Car,Medsize,1,3.686869409469214
VP91482,Oregon,3614.078436,No,Basic,Bachelor,2/16/2011,Unemployed,M,0,Suburban,Single,103,35,76,0,1,Personal Auto,Personal L2,Offer1,Agent,741.6,SUV,Medsize,0,-0.4360186624174106
PD32943,Oregon,4526.126785,No,Basic,Bachelor,1/6/2011,Unemployed,M,0,Suburban,Married,64,32,89,1,3,Personal Auto,Personal L3,Offer2,Branch,307.2,Four-Door Car,Small,0,-0.2524309191380212
CE94751,California,4568.819387,No,Basic,College,2/6/2011,Unemployed,M,0,Suburban,Single,70,5,33,1,7,Personal Auto,Personal L3,Offer1,Branch,524.836298,Two-Door Car,Medsize,0,-0.24383725361086064
VJ64329,Oregon,25464.82059,Yes,Extended,College,2/1/2011,Retired,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L3,Offer1,Branch,465.6,Four-Door Car,Small,1,3.962353907886625
PG43749,Oregon,4318.433036,No,Premium,College,2/8/2011,Disabled,F,17572,Suburban,Married,110,0,35,0,1,Personal Auto,Personal L1,Offer3,Call Center,639.769748,Two-Door Car,Medsize,0,-0.29423794254193714
YJ16163,Oregon,11009.130490000001,Yes,Premium,Bachelor,1/24/2011,Employed,F,51643,Suburban,Single,283,16,43,0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury Car,Medsize,0,1.0525437800408595
DV51398,California,8827.229838,No,Extended,High School or Below,2/15/2011,Unemployed,M,0,Suburban,Single,123,35,38,1,3,Personal Auto,Personal L3,Offer2,Branch,1088.3837800000001,SUV,Medsize,0,0.6133453349148891
SB60942,Arizona,7258.634662,No,Basic,College,1/18/2011,Employed,M,88082,Urban,Married,61,10,45,1,2,Personal Auto,Personal L1,Offer4,Branch,218.779614,Two-Door Car,Medsize,0,0.2976001786449156
MP80287,California,9498.473472,No,Extended,College,2/4/2011,Unemployed,F,0,Suburban,Single,90,13,52,0,2,Personal Auto,Personal L2,Offer4,Call Center,432.0,Two-Door Car,Medsize,0,0.7484610928588974
OT53330,Arizona,10720.417440000001,No,Extended,Bachelor,2/21/2011,Employed,F,34837,Suburban,Single,139,4,2,1,4,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,0,0.9944282455267901
XV83643,California,5012.184756000001,No,Extended,College,1/24/2011,Employed,M,20976,Suburban,Married,129,20,86,1,1,Personal Auto,Personal L3,Offer1,Agent,735.6837690000001,Sports Car,Large,0,-0.15459149418134174
BH68769,Oregon,6347.497519,No,Extended,Bachelor,2/6/2011,Employed,M,42259,Suburban,Married,81,1,15,0,3,Personal Auto,Personal L2,Offer2,Call Center,529.502964,Two-Door Car,Small,0,0.11419585355096122
HB20453,Oregon,6781.270203,No,Basic,Bachelor,2/4/2011,Unemployed,M,0,Suburban,Single,104,30,3,1,5,Personal Auto,Personal L3,Offer1,Agent,982.399613,Sports Car,Medsize,0,0.2015106853130258
TG37259,California,3373.8692140000003,No,Extended,Master,1/22/2011,Employed,M,28989,Suburban,Married,85,12,7,0,1,Personal Auto,Personal L2,Offer2,Call Center,408.0,Four-Door Car,Medsize,0,-0.48437077996713246
MC83487,Arizona,4276.915328,No,Basic,Bachelor,1/28/2011,Disabled,M,18768,Suburban,Single,68,19,53,3,3,Corporate Auto,Corporate L3,Offer1,Agent,647.454583,Four-Door Car,Medsize,0,-0.3025951116834743
HS97484,California,32437.0535,No,Extended,College,2/3/2011,Unemployed,F,0,Suburban,Divorced,99,15,85,0,2,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Medsize,1,5.365806375037781
UC69263,California,8336.08382,No,Basic,Bachelor,2/16/2011,Unemployed,M,0,Suburban,Single,67,10,50,2,2,Personal Auto,Personal L3,Offer3,Agent,445.265108,Two-Door Car,Medsize,0,0.5144817284359762
UQ16798,Arizona,10208.927609999999,Yes,Extended,College,2/14/2011,Employed,F,35482,Suburban,Married,129,21,59,0,3,Personal Auto,Personal L2,Offer1,Branch,619.2,SUV,Medsize,0,0.8914695989780436
NV94455,Arizona,6861.278936,No,Basic,College,1/10/2011,Unemployed,F,0,Suburban,Single,71,11,21,3,2,Personal Auto,Personal L3,Offer4,Call Center,476.19735499999996,Two-Door Car,Medsize,0,0.21761577749395922
TT18939,California,4729.593583,No,Basic,Bachelor,1/5/2011,Medical Leave,M,29414,Rural,Divorced,64,2,32,0,3,Personal Auto,Personal L2,Offer3,Branch,71.30310899999999,Four-Door Car,Medsize,0,-0.21147474579692643
LJ20215,California,3435.649178,No,Extended,High School or Below,1/23/2011,Unemployed,F,0,Suburban,Single,95,18,75,0,1,Corporate Auto,Corporate L3,Offer1,Agent,679.052398,Four-Door Car,Medsize,0,-0.4719349872999151
WC28543,Arizona,2399.17815,No,Basic,Bachelor,1/23/2011,Disabled,M,20992,Suburban,Married,64,21,73,0,1,Personal Auto,Personal L3,Offer2,Call Center,307.2,Two-Door Car,Medsize,0,-0.68056798051088
GF38306,Nevada,7758.588506,No,Extended,High School or Below,2/8/2011,Employed,F,96162,Urban,Single,97,9,91,0,4,Corporate Auto,Corporate L3,Offer2,Agent,376.569009,Four-Door Car,Small,0,0.39823672720558384
GM62071,Washington,21435.877819999998,No,Basic,High School or Below,1/7/2011,Employed,F,20668,Suburban,Married,188,34,54,3,2,Personal Auto,Personal L3,Offer2,Call Center,902.4,Luxury Car,Large,1,3.1513612540902503
BL89983,California,9035.671134,Yes,Premium,High School or Below,1/21/2011,Employed,F,34337,Suburban,Married,113,20,44,0,9,Special Auto,Special L3,Offer2,Web,542.4,Four-Door Car,Large,0,0.6553028333093863
EP64069,California,5138.244998,No,Basic,Bachelor,1/8/2011,Employed,F,72264,Urban,Married,64,2,66,0,9,Corporate Auto,Corporate L3,Offer3,Web,272.649844,Four-Door Car,Medsize,0,-0.12921661644442298
CZ25193,Arizona,4078.290374,No,Premium,Bachelor,2/21/2011,Employed,M,57031,Rural,Married,104,16,10,1,1,Personal Auto,Personal L1,Offer1,Agent,13.810251000000001,Four-Door Car,Medsize,0,-0.34257666211752097
BK15048,Arizona,6656.709233,No,Basic,College,1/20/2011,Unemployed,M,0,Suburban,Single,69,23,32,1,2,Personal Auto,Personal L3,Offer1,Branch,496.8,Four-Door Car,Small,0,0.1764375985539029
JO32686,Arizona,8139.001345999999,No,Basic,Bachelor,2/14/2011,Medical Leave,F,24992,Suburban,Married,106,24,8,0,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small,0,0.47481066639058117
EY71439,California,7131.731291,No,Basic,High School or Below,1/10/2011,Unemployed,M,0,Suburban,Single,103,29,58,0,3,Corporate Auto,Corporate L2,Offer3,Call Center,741.6,Sports Car,Small,0,0.27205558605617647
AD95939,California,26511.60445,No,Extended,Bachelor,1/17/2011,Employed,M,28773,Suburban,Single,229,14,72,0,2,Personal Auto,Personal L1,Offer4,Web,1099.2,Luxury Car,Medsize,1,4.173062788363627
MK52197,Nevada,5507.063242,No,Basic,Master,2/8/2011,Unemployed,F,0,Suburban,Married,71,3,38,0,3,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Medsize,0,-0.05497657295279536
BE10809,California,4250.282624,Yes,Basic,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small,0,-0.30795605338152005
DM59806,California,3571.3460700000005,No,Extended,Doctor,2/13/2011,Employed,F,73853,Suburban,Single,89,7,35,0,1,Personal Auto,Personal L3,Offer2,Agent,427.2,Four-Door Car,Small,0,-0.44462033210688534
NZ15548,Oregon,4023.814439,No,Premium,Bachelor,1/10/2011,Employed,M,41833,Suburban,Married,103,28,43,0,1,Personal Auto,Personal L3,Offer2,Branch,643.826716,Four-Door Car,Medsize,0,-0.35354221452562545
MH24522,California,7735.465528,No,Basic,College,2/14/2011,Unemployed,M,0,Suburban,Married,101,11,34,0,3,Personal Auto,Personal L2,Offer1,Call Center,563.284331,Sports Car,Small,0,0.3935822641460613
MD41042,Arizona,5896.536531000001,No,Basic,College,1/14/2011,Employed,F,39293,Urban,Married,74,17,48,0,6,Personal Auto,Personal L3,Offer2,Web,352.740946,Two-Door Car,Medsize,0,0.023421159221720625
WP64059,California,5093.379714,No,Basic,Bachelor,1/6/2011,Employed,F,91814,Urban,Married,63,30,99,0,3,Personal Auto,Personal L1,Offer3,Call Center,167.037619,Two-Door Car,Medsize,0,-0.13824762477877278
XV31269,Oregon,2496.140812,No,Basic,High School or Below,2/13/2011,Unemployed,M,0,Suburban,Single,72,14,58,0,1,Corporate Auto,Corporate L2,Offer4,Web,518.4,Two-Door Car,Medsize,0,-0.6610502034999792
ZT72561,Arizona,6167.854162,No,Premium,High School or Below,1/17/2011,Employed,M,27289,Suburban,Married,158,4,78,2,1,Personal Auto,Personal L3,Offer2,Agent,758.4,Sports Car,Medsize,0,0.07803514064256731
QG50480,Oregon,4504.1632899999995,No,Basic,College,1/19/2011,Unemployed,M,0,Rural,Married,62,18,75,0,3,Personal Auto,Personal L3,Offer1,Agent,135.851316,Two-Door Car,Medsize,0,-0.2568519879179816
QB58745,California,2787.539793,No,Basic,High School or Below,1/23/2011,Employed,M,34927,Urban,Married,70,5,2,0,1,Personal Auto,Personal L2,Offer4,Web,242.491357,Two-Door Car,Large,0,-0.6023940134258896
UE75424,California,10732.50747,No,Extended,Doctor,2/22/2011,Employed,M,75728,Rural,Married,133,24,68,0,4,Corporate Auto,Corporate L3,Offer1,Call Center,44.159065000000005,SUV,Medsize,0,0.996861867961734
BS34332,Oregon,5557.934118,No,Basic,High School or Below,1/30/2011,Employed,F,83576,Suburban,Married,69,35,72,0,5,Personal Auto,Personal L3,Offer3,Web,331.2,Two-Door Car,Medsize,0,-0.04473668892282532
JA76884,California,14435.67365,Yes,Premium,Master,1/26/2011,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,0,1.7422784050566955
BA51898,Arizona,4521.190551,No,Basic,Bachelor,1/17/2011,Employed,M,39426,Urban,Married,114,33,12,0,1,Special Auto,Special L3,Offer3,Branch,412.884282,SUV,Medsize,0,-0.2534245419666275
OY68395,Oregon,55277.445889999995,No,Basic,High School or Below,1/30/2011,Employed,F,40740,Suburban,Single,198,19,60,0,2,Personal Auto,Personal L2,Offer1,Web,950.4,Luxury SUV,Large,1,9.963387302730284
TW43626,California,8082.880956,No,Basic,College,1/21/2011,Employed,M,53554,Suburban,Married,67,6,5,0,2,Personal Auto,Personal L2,Offer1,Agent,327.020539,Four-Door Car,Large,0,0.46351409887488354
WZ45123,California,14435.67365,Yes,Premium,Master,1/26/2011,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,0,1.7422784050566955
WQ13284,California,8395.272249,No,Basic,College,1/13/2011,Employed,M,62989,Urban,Divorced,71,3,18,1,2,Personal Auto,Personal L2,Offer1,Web,319.131547,Four-Door Car,Medsize,0,0.5263958666724813
YL78930,Oregon,3794.964613,No,Premium,College,2/22/2011,Retired,M,19794,Suburban,Married,105,1,78,0,1,Personal Auto,Personal L1,Offer4,Call Center,504.0,Four-Door Car,Medsize,0,-0.39960778018482157
DN30013,Oregon,5568.889245,No,Basic,College,1/16/2011,Employed,F,53295,Urban,Married,70,12,97,0,8,Personal Auto,Personal L3,Offer3,Branch,250.423844,Four-Door Car,Small,0,-0.04253151301797958
JZ16164,Oregon,5110.755667,No,Extended,Bachelor,2/23/2011,Disabled,F,22565,Suburban,Married,132,0,20,0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,SUV,Small,0,-0.13474999002936888
CK74127,Arizona,4155.9462109999995,No,Basic,Bachelor,1/14/2011,Unemployed,M,0,Suburban,Single,62,8,20,0,7,Corporate Auto,Corporate L3,Offer2,Agent,446.4,Four-Door Car,Medsize,0,-0.3269451883223724
JQ93340,Nevada,5459.216794,No,Basic,High School or Below,2/22/2011,Employed,M,83208,Urban,Married,68,10,93,0,4,Special Auto,Special L2,Offer2,Call Center,325.866271,Four-Door Car,Small,0,-0.06460766479336037
QH48047,Oregon,11790.49617,Yes,Basic,College,1/3/2011,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,0,1.20982618949256
ZD72991,California,4899.977003,No,Extended,Doctor,1/25/2011,Employed,M,76594,Suburban,Married,122,26,9,1,1,Personal Auto,Personal L3,Offer1,Agent,832.453791,SUV,Medsize,0,-0.17717798115246308
HF44881,Arizona,4542.4053460000005,No,Basic,High School or Below,1/6/2011,Employed,M,29875,Suburban,Single,119,9,36,1,1,Corporate Auto,Corporate L2,Offer1,Web,571.2,Sports Car,Medsize,0,-0.24915418026655387
QJ64737,California,6165.864761,No,Extended,High School or Below,2/23/2011,Employed,F,60884,Suburban,Married,77,10,56,0,4,Personal Auto,Personal L3,Offer2,Branch,491.84849800000006,Four-Door Car,Small,0,0.07763469077555293
JG30837,Oregon,4163.793360000001,No,Basic,College,1/19/2011,Disabled,M,11689,Suburban,Divorced,117,7,46,0,1,Corporate Auto,Corporate L3,Offer4,Web,561.6,SUV,Medsize,0,-0.3253656225266919
XB32430,California,5717.743109,No,Basic,Bachelor,1/23/2011,Employed,M,68342,Rural,Married,72,33,39,0,5,Personal Auto,Personal L2,Offer4,Branch,148.738098,Four-Door Car,Medsize,0,-0.012568468843687597
EY89842,Arizona,4216.1952200000005,No,Basic,Bachelor,2/15/2011,Unemployed,M,0,Suburban,Single,114,3,70,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,820.8,SUV,Medsize,0,-0.314817564157209
IV94496,Nevada,43217.21611,No,Extended,High School or Below,1/27/2011,Employed,M,51504,Suburban,Single,220,30,99,0,2,Personal Auto,Personal L3,Offer1,Agent,2552.343856,Luxury SUV,Medsize,1,7.53576340409738
CW98743,California,2554.0339280000003,No,Basic,College,2/5/2011,Employed,F,22538,Suburban,Married,64,6,67,0,1,Personal Auto,Personal L3,Offer4,Agent,423.78760800000003,Four-Door Car,Medsize,0,-0.649396800991762
FA39525,Oregon,4901.892602,No,Basic,High School or Below,1/25/2011,Employed,M,72859,Rural,Divorced,61,6,5,0,9,Personal Auto,Personal L3,Offer3,Agent,49.961073999999996,Two-Door Car,Medsize,0,-0.17679238701392444
CA45756,Arizona,22185.88045,No,Basic,Master,2/27/2011,Employed,F,60426,Rural,Single,62,0,97,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,133.28462199999998,Two-Door Car,Medsize,1,3.3023305425564558
CY49953,Oregon,2827.55957,No,Extended,College,2/18/2011,Unemployed,F,0,Suburban,Single,79,30,25,0,1,Special Auto,Special L2,Offer3,Branch,568.8,Four-Door Car,Medsize,0,-0.5943383653300074
RT36566,California,5260.623466,No,Basic,Bachelor,1/1/2011,Employed,F,31006,Suburban,Divorced,67,20,16,0,4,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Medsize,0,-0.10458284917677461
TW46585,Nevada,4767.687852,No,Basic,Bachelor,1/28/2011,Unemployed,M,0,Suburban,Single,72,2,12,0,9,Corporate Auto,Corporate L1,Offer3,Call Center,345.6,Four-Door Car,Medsize,0,-0.20380668643882763
RH83684,Oregon,5808.932597999999,No,Basic,Master,1/7/2011,Employed,F,43282,Rural,Divorced,72,3,3,0,3,Personal Auto,Personal L1,Offer2,Web,166.799814,Two-Door Car,Medsize,0,0.005787216482278149
SP85148,California,9429.629367,No,Basic,Master,1/31/2011,Employed,F,43811,Suburban,Married,117,24,10,0,4,Personal Auto,Personal L3,Offer1,Web,571.136574,Sports Car,Small,0,0.7346033473908011
XH71839,Oregon,6739.316292,No,Extended,High School or Below,1/18/2011,Unemployed,M,0,Suburban,Single,96,16,43,0,7,Personal Auto,Personal L3,Offer1,Agent,1012.0301630000001,Four-Door Car,Small,0,0.19306571213733917
XP16538,Arizona,4272.585137,No,Basic,High School or Below,2/3/2011,Employed,F,81132,Urban,Divorced,107,19,52,0,1,Corporate Auto,Corporate L2,Offer2,Agent,419.10555899999997,SUV,Small,0,-0.3034667430992105
EW34576,Arizona,2839.796453,No,Basic,High School or Below,1/25/2011,Employed,F,53071,Suburban,Divorced,72,28,19,0,1,Corporate Auto,Corporate L3,Offer1,Agent,386.22589700000003,Four-Door Car,Medsize,0,-0.5918751826081625
ZY49833,California,5963.174005,No,Basic,Bachelor,1/6/2011,Employed,F,87020,Urban,Married,74,6,84,0,8,Personal Auto,Personal L2,Offer2,Web,331.116399,Four-Door Car,Small,0,0.03683472823142543
PJ36160,California,16272.743219999998,No,Basic,Bachelor,2/9/2011,Employed,M,83589,Urban,Single,103,27,65,0,2,Personal Auto,Personal L2,Offer3,Agent,366.0396,SUV,Small,0,2.1120652227986763
MU75490,Oregon,8417.102804,No,Basic,Bachelor,1/25/2011,Employed,M,31756,Urban,Married,107,1,97,0,3,Corporate Auto,Corporate L3,Offer1,Agent,415.850776,SUV,Medsize,0,0.5307901757366674
WH28633,California,2897.2785350000004,No,Basic,College,1/25/2011,Employed,M,75041,Rural,Single,74,30,42,0,1,Personal Auto,Personal L2,Offer3,Agent,56.050580000000004,Four-Door Car,Medsize,0,-0.5803045178238322
NF31087,Nevada,24723.183109999998,No,Basic,High School or Below,1/9/2011,Employed,F,44685,Suburban,Married,69,1,41,0,2,Personal Auto,Personal L2,Offer2,Agent,331.2,Four-Door Car,Medsize,1,3.8130684545069884
CB62406,Arizona,6803.596768,No,Premium,High School or Below,2/4/2011,Employed,M,43758,Suburban,Married,171,16,29,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,1129.929433,SUV,Medsize,0,0.20600483706279302
IC94434,California,8257.666512,Yes,Basic,Bachelor,1/12/2011,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,0,0.4986969768649113
NG93751,California,3245.332058,No,Extended,Bachelor,2/27/2011,Employed,M,46435,Urban,Married,82,13,20,0,1,Corporate Auto,Corporate L3,Offer2,Branch,350.325879,Two-Door Car,Medsize,0,-0.5102442398812524
RQ77476,Oregon,20461.1545,No,Premium,Bachelor,2/26/2011,Employed,M,87502,Urban,Married,102,20,28,0,2,Personal Auto,Personal L3,Offer2,Branch,421.111226,Four-Door Car,Medsize,1,2.9551575606821134
KH92987,Arizona,21740.029130000003,No,Extended,High School or Below,1/3/2011,Employed,F,30095,Suburban,Married,136,0,94,0,2,Personal Auto,Personal L3,Offer1,Web,652.8,SUV,Medsize,1,3.212584381876835
GV91160,Oregon,2886.451602,Yes,Extended,High School or Below,1/20/2011,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486.27855700000003,Four-Door Car,Large,0,-0.5824838893432112
UI77960,California,6656.200678,No,Extended,High School or Below,2/18/2011,Employed,F,39834,Suburban,Married,83,26,65,0,3,Personal Auto,Personal L2,Offer4,Web,398.4,Four-Door Car,Medsize,0,0.17633523066421183
ZT53375,California,5483.89085,No,Basic,Bachelor,1/7/2011,Employed,M,87777,Urban,Single,68,16,1,0,7,Personal Auto,Personal L2,Offer1,Branch,257.708912,Two-Door Car,Medsize,0,-0.0596409826393321
ZT26848,California,8314.306568,No,Basic,High School or Below,1/19/2011,Employed,M,40447,Urban,Married,105,1,79,0,6,Personal Auto,Personal L3,Offer1,Agent,377.561463,SUV,Medsize,0,0.510098148822143
WE64939,California,2902.622439,No,Basic,College,1/12/2011,Employed,F,23893,Urban,Married,73,19,21,0,1,Personal Auto,Personal L1,Offer2,Agent,186.292275,Four-Door Car,Medsize,0,-0.5792288344165465
XD19934,Oregon,10506.93706,No,Extended,High School or Below,2/25/2011,Employed,M,61650,Rural,Single,88,8,2,0,2,Personal Auto,Personal L3,Offer2,Web,117.470445,Four-Door Car,Medsize,0,0.9514564214545264
WI81695,Oregon,3342.177957,No,Extended,College,1/27/2011,Unemployed,F,0,Suburban,Married,91,8,60,0,1,Personal Auto,Personal L2,Offer1,Agent,436.8,Four-Door Car,Medsize,0,-0.49074996629063866
PX27645,California,8467.369513,No,Extended,Bachelor,1/3/2011,Unemployed,M,0,Suburban,Single,122,2,73,0,5,Personal Auto,Personal L1,Offer1,Call Center,1100.088685,SUV,Medsize,0,0.5409084459769568
ZJ90079,Arizona,5525.470004,No,Basic,College,2/1/2011,Employed,F,64816,Suburban,Married,69,30,33,0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small,0,-0.051271444929302
CE78778,Oregon,3761.792015,No,Premium,College,1/12/2011,Unemployed,F,0,Suburban,Single,106,25,47,1,1,Personal Auto,Personal L3,Offer1,Web,1116.943654,Four-Door Car,Small,0,-0.40628514812503197
